"reference_cluster","query_cluster","num_common_OMG","FDR","test","species","tissue"
"Phloem",13,9,1,"Fail","arabidopsis_thaliana","Flower"
"Procambium",13,5,1,"Fail","arabidopsis_thaliana","Flower"
"Proliferating cell",13,2,1,"Fail","arabidopsis_thaliana","Flower"
"Sperm nuclei",13,0,1,"Fail","arabidopsis_thaliana","Flower"
"Vegetative nuclei",13,4,1,"Fail","arabidopsis_thaliana","Flower"
"Xylem parenchyma cell",13,11,1,"Fail","arabidopsis_thaliana","Flower"
"Companion cell",14,11,0.664424355354655,"Fail","arabidopsis_thaliana","Flower"
"Cortex",14,8,0.664424355354655,"Fail","arabidopsis_thaliana","Flower"
"Early anther",14,1,1,"Fail","arabidopsis_thaliana","Flower"
"Epidermis",14,4,1,"Fail","arabidopsis_thaliana","Flower"
"Floral organ abscission zone",14,2,1,"Fail","arabidopsis_thaliana","Flower"
"Flower meristem",14,2,1,"Fail","arabidopsis_thaliana","Flower"
"Generative nuclei",14,2,1,"Fail","arabidopsis_thaliana","Flower"
"Guard cell",14,1,1,"Fail","arabidopsis_thaliana","Flower"
"Intermediate anther",14,1,1,"Fail","arabidopsis_thaliana","Flower"
"Late anther",14,4,1,"Fail","arabidopsis_thaliana","Flower"
"Mesophyll cell",14,0,1,"Fail","arabidopsis_thaliana","Flower"
"Microspore nuclei",14,2,1,"Fail","arabidopsis_thaliana","Flower"
"Phloem",14,10,0.372659168093317,"Fail","arabidopsis_thaliana","Flower"
"Procambium",14,5,0.664424355354655,"Fail","arabidopsis_thaliana","Flower"
"Proliferating cell",14,2,1,"Fail","arabidopsis_thaliana","Flower"
"Sperm nuclei",14,0,1,"Fail","arabidopsis_thaliana","Flower"
"Vegetative nuclei",14,2,1,"Fail","arabidopsis_thaliana","Flower"
"Xylem parenchyma cell",14,4,1,"Fail","arabidopsis_thaliana","Flower"
