"reference_cluster","query_cluster","num_common_OMG","FDR","test","species","tissue"
"Leaf lamina epidermis",13,7,1,"Fail","zea_mays","Leaf"
"Leaf pavement cell",13,9,1,"Fail","zea_mays","Leaf"
"Leaf primordium",13,1,1,"Fail","zea_mays","Leaf"
"Leaf subsidiary cell",13,2,1,"Fail","zea_mays","Leaf"
"Leaf vascular system",13,12,1,"Fail","zea_mays","Leaf"
"Meristemoid",13,5,1,"Fail","zea_mays","Leaf"
"Mesophyll",13,11,1,"Fail","zea_mays","Leaf"
"Mesophyll cell",13,3,1,"Fail","zea_mays","Leaf"
"Pavement cell-A",13,3,1,"Fail","zea_mays","Leaf"
"Pavement cell-N",13,5,1,"Fail","zea_mays","Leaf"
"S phase",13,1,1,"Fail","zea_mays","Leaf"
"Subsidiary cell",13,7,1,"Fail","zea_mays","Leaf"
"Vascular tissue",13,5,1,"Fail","zea_mays","Leaf"
"Bundle sheath",14,1,1,"Fail","zea_mays","Leaf"
"Bundle sheath cell",14,1,1,"Fail","zea_mays","Leaf"
"Contamination",14,7,1,"Fail","zea_mays","Leaf"
"G2/M phase",14,1,1,"Fail","zea_mays","Leaf"
"Leaf epidermis",14,1,1,"Fail","zea_mays","Leaf"
"Leaf guard cell",14,1,1,"Fail","zea_mays","Leaf"
"Leaf lamina epidermis",14,1,1,"Fail","zea_mays","Leaf"
"Leaf pavement cell",14,4,1,"Fail","zea_mays","Leaf"
"Leaf primordium",14,0,1,"Fail","zea_mays","Leaf"
"Leaf subsidiary cell",14,1,1,"Fail","zea_mays","Leaf"
"Leaf vascular system",14,10,0.778676398037186,"Fail","zea_mays","Leaf"
"Meristemoid",14,3,1,"Fail","zea_mays","Leaf"
"Mesophyll",14,7,1,"Fail","zea_mays","Leaf"
"Mesophyll cell",14,2,1,"Fail","zea_mays","Leaf"
"Pavement cell-A",14,2,1,"Fail","zea_mays","Leaf"
"Pavement cell-N",14,4,1,"Fail","zea_mays","Leaf"
"S phase",14,1,1,"Fail","zea_mays","Leaf"
"Subsidiary cell",14,1,1,"Fail","zea_mays","Leaf"
"Vascular tissue",14,4,1,"Fail","zea_mays","Leaf"
