"reference_cluster","query_cluster","num_common_OMG","FDR","test","species","tissue"
"Shoot system epidermis",13,11,1,"Fail","arabidopsis_thaliana","Shoot axis apex"
"Vascular tissue",13,18,1,"Fail","arabidopsis_thaliana","Shoot axis apex"
"Companion cell",14,12,0.790957267581044,"Fail","arabidopsis_thaliana","Shoot axis apex"
"G2/M phase",14,5,1,"Fail","arabidopsis_thaliana","Shoot axis apex"
"Guard cell",14,12,0.979032611823372,"Fail","arabidopsis_thaliana","Shoot axis apex"
"Mesophyll",14,0,1,"Fail","arabidopsis_thaliana","Shoot axis apex"
"S phase",14,1,1,"Fail","arabidopsis_thaliana","Shoot axis apex"
"Shoot apical meristem",14,9,1,"Fail","arabidopsis_thaliana","Shoot axis apex"
"Shoot system epidermis",14,3,1,"Fail","arabidopsis_thaliana","Shoot axis apex"
"Vascular tissue",14,11,1,"Fail","arabidopsis_thaliana","Shoot axis apex"
