"reference_cluster","query_cluster","num_common_OMG","FDR","test","species","tissue"
"Leaf preprocambium",5,5,1,"Fail","arabidopsis_thaliana","Leaf"
"Leaf vascular system",5,11,0.926090875141615,"Fail","arabidopsis_thaliana","Leaf"
"Meristematic cell",5,2,1,"Fail","arabidopsis_thaliana","Leaf"
"Mesophyll",5,2,1,"Fail","arabidopsis_thaliana","Leaf"
"Mesophyll cell",5,6,0.603428740201535,"Fail","arabidopsis_thaliana","Leaf"
"Myrosinase cell",5,9,1,"Fail","arabidopsis_thaliana","Leaf"
"Palisade mesophyll",5,5,0.286337065339128,"Fail","arabidopsis_thaliana","Leaf"
"Phloem",5,11,1,"Fail","arabidopsis_thaliana","Leaf"
"Phloem parenchyma",5,8,0.847421656911351,"Fail","arabidopsis_thaliana","Leaf"
"Phloem parenchyma cell",5,8,1,"Fail","arabidopsis_thaliana","Leaf"
"Proliferating cell",5,0,1,"Fail","arabidopsis_thaliana","Leaf"
"S phase",5,2,1,"Fail","arabidopsis_thaliana","Leaf"
"Sieve element",5,3,1,"Fail","arabidopsis_thaliana","Leaf"
"Spongy mesophyll",5,9,0.847421656911351,"Fail","arabidopsis_thaliana","Leaf"
"Spongy mesophyll cell",5,7,0.847421656911351,"Fail","arabidopsis_thaliana","Leaf"
"Stomatal initial cell",5,8,0.847421656911351,"Fail","arabidopsis_thaliana","Leaf"
"Stress response",5,9,1,"Fail","arabidopsis_thaliana","Leaf"
"Tracheary element",5,2,1,"Fail","arabidopsis_thaliana","Leaf"
"Vascular tissue",5,10,1,"Fail","arabidopsis_thaliana","Leaf"
"Xylem",5,12,1,"Fail","arabidopsis_thaliana","Leaf"
"Young guard cell",5,11,0.735440837816166,"Fail","arabidopsis_thaliana","Leaf"
"Bundle sheath",6,6,1,"Fail","arabidopsis_thaliana","Leaf"
"Bundle sheath cell",6,7,1,"Fail","arabidopsis_thaliana","Leaf"
"Companion cell",6,3,1,"Fail","arabidopsis_thaliana","Leaf"
"G2/M phase",6,5,1,"Fail","arabidopsis_thaliana","Leaf"
"Guard mother cell",6,8,1,"Fail","arabidopsis_thaliana","Leaf"
"Hydathode",6,10,0.847421656911351,"Fail","arabidopsis_thaliana","Leaf"
"Hydathodes",6,12,1,"Fail","arabidopsis_thaliana","Leaf"
"Initials",6,12,1,"Fail","arabidopsis_thaliana","Leaf"
"Leaf abaxial pavement cell",6,0,1,"Fail","arabidopsis_thaliana","Leaf"
"Leaf adaxial pavement cell",6,7,1,"Fail","arabidopsis_thaliana","Leaf"
"Leaf epidermis",6,14,0.471000453406627,"Fail","arabidopsis_thaliana","Leaf"
"Leaf guard cell",6,9,1,"Fail","arabidopsis_thaliana","Leaf"
"Leaf lamina epidermis",6,7,1,"Fail","arabidopsis_thaliana","Leaf"
"Leaf pavement cell",6,18,0.152777909431854,"Fail","arabidopsis_thaliana","Leaf"
"Leaf preprocambium",6,5,1,"Fail","arabidopsis_thaliana","Leaf"
"Leaf vascular system",6,9,1,"Fail","arabidopsis_thaliana","Leaf"
"Meristematic cell",6,8,1,"Fail","arabidopsis_thaliana","Leaf"
"Mesophyll",6,5,1,"Fail","arabidopsis_thaliana","Leaf"
"Mesophyll cell",6,5,1,"Fail","arabidopsis_thaliana","Leaf"
"Myrosinase cell",6,13,1,"Fail","arabidopsis_thaliana","Leaf"
"Palisade mesophyll",6,1,1,"Fail","arabidopsis_thaliana","Leaf"
"Phloem",6,11,1,"Fail","arabidopsis_thaliana","Leaf"
"Phloem parenchyma",6,5,1,"Fail","arabidopsis_thaliana","Leaf"
"Phloem parenchyma cell",6,6,1,"Fail","arabidopsis_thaliana","Leaf"
"Proliferating cell",6,5,1,"Fail","arabidopsis_thaliana","Leaf"
"S phase",6,1,1,"Fail","arabidopsis_thaliana","Leaf"
"Sieve element",6,4,1,"Fail","arabidopsis_thaliana","Leaf"
"Spongy mesophyll",6,13,0.588287844390615,"Fail","arabidopsis_thaliana","Leaf"
"Spongy mesophyll cell",6,5,1,"Fail","arabidopsis_thaliana","Leaf"
"Stomatal initial cell",6,9,0.895306502812483,"Fail","arabidopsis_thaliana","Leaf"
"Stress response",6,9,1,"Fail","arabidopsis_thaliana","Leaf"
"Tracheary element",6,0,1,"Fail","arabidopsis_thaliana","Leaf"
"Vascular tissue",6,11,1,"Fail","arabidopsis_thaliana","Leaf"
