"reference_cluster","query_cluster","num_common_OMG","FDR","test","species","tissue"
"Metaxylem",11,1,1,"Fail","triticum_aestivum","Root"
"Pericycle",11,5,1,"Fail","triticum_aestivum","Root"
"Pericycle cell",11,5,1,"Fail","triticum_aestivum","Root"
"Phloem pole pericycle",11,4,1,"Fail","triticum_aestivum","Root"
"Phloem pole pericycle cell",11,3,1,"Fail","triticum_aestivum","Root"
"Protophloem",11,3,1,"Fail","triticum_aestivum","Root"
"Protoxylem",11,4,1,"Fail","triticum_aestivum","Root"
"Provascular",11,2,1,"Fail","triticum_aestivum","Root"
"Proximal meristem",11,2,1,"Fail","triticum_aestivum","Root"
"Root broder",11,2,1,"Fail","triticum_aestivum","Root"
"Root cap",11,8,0.113648232299625,"Fail","triticum_aestivum","Root"
"Root endodermis",11,2,1,"Fail","triticum_aestivum","Root"
"Root epidermis",11,1,1,"Fail","triticum_aestivum","Root"
"Root epidermis/Root cortex",11,3,1,"Fail","triticum_aestivum","Root"
"Root hair",11,5,1,"Fail","triticum_aestivum","Root"
"Root hair cell",11,2,1,"Fail","triticum_aestivum","Root"
"Root system ground meristem",11,1,1,"Fail","triticum_aestivum","Root"
"Root vascular system",11,1,1,"Fail","triticum_aestivum","Root"
"Sieve element",11,1,1,"Fail","triticum_aestivum","Root"
"Stem cell niche",11,8,0.547257514246424,"Fail","triticum_aestivum","Root"
"Xylem pole pericycle",11,3,1,"Fail","triticum_aestivum","Root"
"Xylem pole pericycle cell",11,1,1,"Fail","triticum_aestivum","Root"
"Columella root cap",12,3,1,"Fail","triticum_aestivum","Root"
"Columella root cap cell",12,3,1,"Fail","triticum_aestivum","Root"
"Companion cell",12,2,1,"Fail","triticum_aestivum","Root"
"Meristematic cell",12,0,1,"Fail","triticum_aestivum","Root"
"Metaxylem",12,3,1,"Fail","triticum_aestivum","Root"
"Pericycle",12,2,1,"Fail","triticum_aestivum","Root"
"Pericycle cell",12,11,0.162046948467519,"Fail","triticum_aestivum","Root"
"Phloem pole pericycle",12,4,1,"Fail","triticum_aestivum","Root"
