"reference_cluster","query_cluster","num_common_OMG","FDR","test","species","tissue"
"Phloem",9,2,1,"Fail","oryza_sativa","Leaf"
"Vascular tissue",9,6,1,"Fail","oryza_sativa","Leaf"
"Xylem",9,7,1,"Fail","oryza_sativa","Leaf"
"Initial cell",10,2,1,"Fail","oryza_sativa","Leaf"
"Large parenchyma cell",10,6,1,"Fail","oryza_sativa","Leaf"
"Leaf epidermis",10,12,1,"Fail","oryza_sativa","Leaf"
"Leaf lamina epidermis",10,6,1,"Fail","oryza_sativa","Leaf"
"Leaf preprocambium",10,14,1,"Fail","oryza_sativa","Leaf"
"Mesophyll",10,7,1,"Fail","oryza_sativa","Leaf"
"Mesophyll cell",10,7,1,"Fail","oryza_sativa","Leaf"
"Mesophyll precursor",10,0,1,"Fail","oryza_sativa","Leaf"
"Mestome sheath",10,11,1,"Fail","oryza_sativa","Leaf"
"Phloem",10,1,1,"Fail","oryza_sativa","Leaf"
"Vascular tissue",10,3,1,"Fail","oryza_sativa","Leaf"
"Xylem",10,25,0.00145149393355269,"Reject","oryza_sativa","Leaf"
"Initial cell",11,4,1,"Fail","oryza_sativa","Leaf"
"Large parenchyma cell",11,12,1,"Fail","oryza_sativa","Leaf"
"Leaf epidermis",11,17,1,"Fail","oryza_sativa","Leaf"
"Leaf lamina epidermis",11,12,1,"Fail","oryza_sativa","Leaf"
"Leaf preprocambium",11,15,1,"Fail","oryza_sativa","Leaf"
"Mesophyll",11,6,1,"Fail","oryza_sativa","Leaf"
"Mesophyll cell",11,13,1,"Fail","oryza_sativa","Leaf"
"Mesophyll precursor",11,6,1,"Fail","oryza_sativa","Leaf"
"Mestome sheath",11,15,1,"Fail","oryza_sativa","Leaf"
"Phloem",11,6,1,"Fail","oryza_sativa","Leaf"
"Vascular tissue",11,9,1,"Fail","oryza_sativa","Leaf"
"Xylem",11,11,1,"Fail","oryza_sativa","Leaf"
"Initial cell",12,2,1,"Fail","oryza_sativa","Leaf"
"Large parenchyma cell",12,6,1,"Fail","oryza_sativa","Leaf"
"Leaf epidermis",12,12,1,"Fail","oryza_sativa","Leaf"
"Leaf lamina epidermis",12,2,1,"Fail","oryza_sativa","Leaf"
"Leaf preprocambium",12,3,1,"Fail","oryza_sativa","Leaf"
"Mesophyll",12,2,1,"Fail","oryza_sativa","Leaf"
"Mesophyll cell",12,5,1,"Fail","oryza_sativa","Leaf"
"Mesophyll precursor",12,3,1,"Fail","oryza_sativa","Leaf"
"Mestome sheath",12,5,1,"Fail","oryza_sativa","Leaf"
"Phloem",12,1,1,"Fail","oryza_sativa","Leaf"
"Vascular tissue",12,1,1,"Fail","oryza_sativa","Leaf"
"Xylem",12,18,0.00247426842546032,"Reject","oryza_sativa","Leaf"
"Initial cell",13,4,1,"Fail","oryza_sativa","Leaf"
"Large parenchyma cell",13,5,1,"Fail","oryza_sativa","Leaf"
"Leaf epidermis",13,13,1,"Fail","oryza_sativa","Leaf"
