"reference_cluster","query_cluster","num_common_OMG","FDR","test","species","tissue"
"Epidermal cell layer of the emerging lateral root",3,7,1,"Fail","arabidopsis_thaliana","Root"
"Explant vasculature and callus founder cell",3,4,1,"Fail","arabidopsis_thaliana","Root"
"G1/G0 phase",3,0,1,"Fail","arabidopsis_thaliana","Root"
"G2/M phase",3,2,1,"Fail","arabidopsis_thaliana","Root"
"Lateral root cap",3,11,0.100021607543229,"Fail","arabidopsis_thaliana","Root"
"Lateral root cap like cell",3,23,1.17762673239444e-06,"Reject","arabidopsis_thaliana","Root"
"Lateral root primordia",3,0,1,"Fail","arabidopsis_thaliana","Root"
"Meristematic cell",3,0,1,"Fail","arabidopsis_thaliana","Root"
"Metaphloem",3,2,0.905833162070191,"Fail","arabidopsis_thaliana","Root"
"Metaphloem sieve element",3,0,1,"Fail","arabidopsis_thaliana","Root"
"Metaxylem",3,6,1,"Fail","arabidopsis_thaliana","Root"
"Non-hair",3,25,5.35031918667816e-06,"Reject","arabidopsis_thaliana","Root"
"Non-hair root epidermal cell",3,9,0.795141540872546,"Fail","arabidopsis_thaliana","Root"
"Pericycle",3,6,1,"Fail","arabidopsis_thaliana","Root"
"Pericycle cell",3,6,1,"Fail","arabidopsis_thaliana","Root"
"Phloem",3,9,0.354759981452996,"Fail","arabidopsis_thaliana","Root"
"Phloem parenchyma",3,14,0.711201624293959,"Fail","arabidopsis_thaliana","Root"
"Phloem pole pericycle",3,3,1,"Fail","arabidopsis_thaliana","Root"
"Phloem pole pericycle cell",3,11,0.705223465014447,"Fail","arabidopsis_thaliana","Root"
"Phloem/Pericycle",3,4,1,"Fail","arabidopsis_thaliana","Root"
"Pholem",3,7,1,"Fail","arabidopsis_thaliana","Root"
"Photosynthetic cell",3,2,1,"Fail","arabidopsis_thaliana","Root"
"Primary phloem",3,5,1,"Fail","arabidopsis_thaliana","Root"
"Primary xylem",3,2,1,"Fail","arabidopsis_thaliana","Root"
"Proliferating cell",3,1,1,"Fail","arabidopsis_thaliana","Root"
"Protophloem",3,2,1,"Fail","arabidopsis_thaliana","Root"
"Protophloem sieve element",3,4,0.87845939425768,"Fail","arabidopsis_thaliana","Root"
"Protoxylem",3,13,0.0842371440511081,"Fail","arabidopsis_thaliana","Root"
"Quiescent center",3,3,1,"Fail","arabidopsis_thaliana","Root"
"Root cap",3,10,0.806477447984946,"Fail","arabidopsis_thaliana","Root"
"Root cortex",3,10,1,"Fail","arabidopsis_thaliana","Root"
"Root endodermis",3,7,1,"Fail","arabidopsis_thaliana","Root"
"Root epidermis",3,5,1,"Fail","arabidopsis_thaliana","Root"
"Root hair",3,5,1,"Fail","arabidopsis_thaliana","Root"
"Root hair cell",3,1,1,"Fail","arabidopsis_thaliana","Root"
"Root initial cell",3,11,0.301232333914608,"Fail","arabidopsis_thaliana","Root"
"Root meristem",3,0,1,"Fail","arabidopsis_thaliana","Root"
"Root procambium",3,6,1,"Fail","arabidopsis_thaliana","Root"
"Root stele",3,4,1,"Fail","arabidopsis_thaliana","Root"
"S phase",3,0,1,"Fail","arabidopsis_thaliana","Root"
"Sieve element",3,2,1,"Fail","arabidopsis_thaliana","Root"
"Stem cell niche",3,15,0.0118747620008822,"Reject","arabidopsis_thaliana","Root"
"Xylem",3,2,1,"Fail","arabidopsis_thaliana","Root"
"Xylem pole pericycle",3,8,1,"Fail","arabidopsis_thaliana","Root"
"Xylem pole pericycle cell",3,1,1,"Fail","arabidopsis_thaliana","Root"
"Columella",4,3,1,"Fail","arabidopsis_thaliana","Root"
"Columella root cap",4,4,1,"Fail","arabidopsis_thaliana","Root"
"Columella root cap cell",4,4,1,"Fail","arabidopsis_thaliana","Root"
"Companion cell",4,21,3.72319336770368e-09,"Reject","arabidopsis_thaliana","Root"
"Cortex",4,6,1,"Fail","arabidopsis_thaliana","Root"
"Early sieve element",4,3,1,"Fail","arabidopsis_thaliana","Root"
"Epidermal cell layer of the emerging lateral root",4,6,1,"Fail","arabidopsis_thaliana","Root"
"Explant vasculature and callus founder cell",4,8,1,"Fail","arabidopsis_thaliana","Root"
"G1/G0 phase",4,0,1,"Fail","arabidopsis_thaliana","Root"
"G2/M phase",4,4,1,"Fail","arabidopsis_thaliana","Root"
"Lateral root cap",4,4,1,"Fail","arabidopsis_thaliana","Root"
"Lateral root cap like cell",4,10,0.424843277668382,"Fail","arabidopsis_thaliana","Root"
"Lateral root primordia",4,1,1,"Fail","arabidopsis_thaliana","Root"
"Meristematic cell",4,2,1,"Fail","arabidopsis_thaliana","Root"
"Metaphloem",4,6,0.00245046596981668,"Reject","arabidopsis_thaliana","Root"
"Metaphloem sieve element",4,1,1,"Fail","arabidopsis_thaliana","Root"
"Metaxylem",4,3,1,"Fail","arabidopsis_thaliana","Root"
"Non-hair",4,12,0.423597088538888,"Fail","arabidopsis_thaliana","Root"
"Non-hair root epidermal cell",4,3,1,"Fail","arabidopsis_thaliana","Root"
"Pericycle",4,4,1,"Fail","arabidopsis_thaliana","Root"
"Pericycle cell",4,4,1,"Fail","arabidopsis_thaliana","Root"
"Phloem",4,15,0.000570971187853073,"Reject","arabidopsis_thaliana","Root"
"Phloem parenchyma",4,7,1,"Fail","arabidopsis_thaliana","Root"
"Phloem pole pericycle",4,4,1,"Fail","arabidopsis_thaliana","Root"
"Phloem pole pericycle cell",4,8,1,"Fail","arabidopsis_thaliana","Root"
"Phloem/Pericycle",4,6,0.857356232018928,"Fail","arabidopsis_thaliana","Root"
"Pholem",4,26,1.30972328054535e-06,"Reject","arabidopsis_thaliana","Root"
"Photosynthetic cell",4,2,1,"Fail","arabidopsis_thaliana","Root"
"Primary phloem",4,2,1,"Fail","arabidopsis_thaliana","Root"
"Primary xylem",4,4,1,"Fail","arabidopsis_thaliana","Root"
"Proliferating cell",4,7,1,"Fail","arabidopsis_thaliana","Root"
"Protophloem",4,8,0.423597088538888,"Fail","arabidopsis_thaliana","Root"
"Protophloem sieve element",4,3,1,"Fail","arabidopsis_thaliana","Root"
"Protoxylem",4,8,0.826503666428366,"Fail","arabidopsis_thaliana","Root"
"Quiescent center",4,5,0.703118558698104,"Fail","arabidopsis_thaliana","Root"
"Root cap",4,3,1,"Fail","arabidopsis_thaliana","Root"
"Root cortex",4,6,1,"Fail","arabidopsis_thaliana","Root"
"Root endodermis",4,7,1,"Fail","arabidopsis_thaliana","Root"
"Root epidermis",4,5,1,"Fail","arabidopsis_thaliana","Root"
"Root hair",4,6,1,"Fail","arabidopsis_thaliana","Root"
"Root hair cell",4,1,1,"Fail","arabidopsis_thaliana","Root"
"Root initial cell",4,5,1,"Fail","arabidopsis_thaliana","Root"
"Root meristem",4,1,1,"Fail","arabidopsis_thaliana","Root"
"Root procambium",4,6,1,"Fail","arabidopsis_thaliana","Root"
"Root stele",4,7,1,"Fail","arabidopsis_thaliana","Root"
"S phase",4,2,1,"Fail","arabidopsis_thaliana","Root"
"Sieve element",4,8,0.0285213455956761,"Reject","arabidopsis_thaliana","Root"
"Stem cell niche",4,7,1,"Fail","arabidopsis_thaliana","Root"
"Xylem",4,3,1,"Fail","arabidopsis_thaliana","Root"
"Xylem pole pericycle",4,4,1,"Fail","arabidopsis_thaliana","Root"
"Xylem pole pericycle cell",4,3,1,"Fail","arabidopsis_thaliana","Root"
"Columella",5,1,1,"Fail","arabidopsis_thaliana","Root"
"Columella root cap",5,2,1,"Fail","arabidopsis_thaliana","Root"
"Columella root cap cell",5,4,1,"Fail","arabidopsis_thaliana","Root"
"Companion cell",5,1,1,"Fail","arabidopsis_thaliana","Root"
"Cortex",5,15,0.277818095408693,"Fail","arabidopsis_thaliana","Root"
"Early sieve element",5,1,1,"Fail","arabidopsis_thaliana","Root"
"Epidermal cell layer of the emerging lateral root",5,4,1,"Fail","arabidopsis_thaliana","Root"
"Explant vasculature and callus founder cell",5,17,0.14831291230942,"Fail","arabidopsis_thaliana","Root"
"G1/G0 phase",5,0,1,"Fail","arabidopsis_thaliana","Root"
"G2/M phase",5,1,1,"Fail","arabidopsis_thaliana","Root"
"Lateral root cap",5,3,1,"Fail","arabidopsis_thaliana","Root"
"Lateral root cap like cell",5,6,1,"Fail","arabidopsis_thaliana","Root"
"Lateral root primordia",5,0,1,"Fail","arabidopsis_thaliana","Root"
"Meristematic cell",5,0,1,"Fail","arabidopsis_thaliana","Root"
"Metaphloem",5,1,1,"Fail","arabidopsis_thaliana","Root"
"Metaphloem sieve element",5,0,1,"Fail","arabidopsis_thaliana","Root"
